YEAR,MONTH,PLACE,NO2,O3,CO,SO2,PM10,PM25
2016,4,강남구,0.038,0.031,0.5,0.005,78,3
2016,4,강동구,0.036,0.023,0.5,0.004,77,28
2016,4,강변북로,0.055,0.017,0.5,0.005,82,3
2016,4,강북구,0.034,0.034,0.5,0.004,62,29
2016,4,강서구,0.033,0.026,0.4,0.006,76,28
2016,4,공항로,0.037,0.013,0.7,0.005,84,28
2016,4,관악구,0.039,0.031,0.6,0.005,66,31
2016,4,광진구,0.035,0.033,0.6,0.004,69,34
2016,4,구로구,0.029,0.026,0.6,0.007,80,31
2016,4,금천구,0.04,0.031,0.6,0.004,64,3
2016,4,길동,0.046,0.023,0.7,0.005,61,3
2016,4,내부순환,0.039,0.027,0.5,0.006,82,34
2016,4,노원구,0.032,0.032,0.6,0.006,57,3
2016,4,도봉구,0.032,0.035,0.4,0.005,71,26
2016,4,동대문구,0.039,0.03,0.5,0.006,76,29
2016,4,동작구,0.037,0.028,0.5,0.004,69,35
2016,4,동작대로,0.062,0.017,0.7,0.006,90,41
2016,4,마포구,0.04,0.031,0.6,0.005,68,33
2016,4,서대문구,0.024,0.035,0.6,0.005,75,33
2016,4,서울역,0.054,0.019,0.6,0.005,84,29
2016,4,서초구,0.038,0.027,0.5,0.005,77,24
2016,4,성동구,0.039,0.029,0.5,0.007,83,28
2016,4,성북구,0.04,0.024,0.6,0.005,73,27
2016,4,송파구,0.036,0.033,0.5,0.005,69,26
2016,4,신사동,0.052,0.023,0.8,0.004,76,28
2016,4,신촌,0.055,0.014,0.8,0.006,98,33
2016,4,양재대로,0.071,0.016,0.7,0.009,80,33
2016,4,양천구,0.039,0.032,0.6,0.005,66,27
2016,4,영등포,0.064,0.015,0.6,0.008,88,33
2016,4,영등포구,0.034,0.024,0.6,0.004,71,29
2016,4,용산구,0.037,0.027,0.5,0.005,58,31
2016,4,은평구,0.042,0.034,0.5,0.006,69,26
2016,4,종로,0.054,0.022,0.7,0.004,72,3
2016,4,종로구,0.034,0.023,0.4,0.004,67,35
2016,4,중구,0.044,0.027,0.6,0.004,69,28
2016,4,중랑구,0.036,0.032,0.5,0.005,77,32
2016,4,청계천,0.048,0.023,0.5,0.01,61,19
2016,4,청량리,0.051,0.016,0.7,0.005,60,34
2016,4,태릉,0.055,0.019,0.6,0.005,77,33
2016,3,강남구,0.04,0.026,0.5,0.007,66,31
2016,3,강동구,0.039,0.018,0.6,0.005,68,32
2016,3,강변북로,0.06,0.013,0.6,0.007,75,32
2016,3,강북구,0.037,0.026,0.6,0.005,58,33
2016,3,강서구,0.033,0.022,0.5,0.006,70,29
2016,3,공항로,0.039,0.011,0.4,0.005,91,26
2016,3,관악구,0.035,0.027,0.6,0.006,62,33
2016,3,광진구,0.037,0.02,0.6,0.005,67,4
2016,3,구로구,0.03,0.024,0.6,0.007,67,31
2016,3,금천구,0.041,0.025,0.6,0.005,61,33
2016,3,길동,0.049,0.017,0.5,0.006,58,32
2016,3,내부순환,0.042,0.025,0.6,0.008,72,33
2016,3,노원구,0.036,0.026,0.6,0.007,55,33
2016,3,도봉구,0.035,0.036,0.5,0.005,61,27
2016,3,동대문구,0.04,0.026,0.7,0.007,66,29
2016,3,동작구,0.039,0.026,0.5,0.005,61,38
2016,3,동작대로,0.062,0.014,0.7,0.008,80,42
2016,3,마포구,0.04,0.026,0.6,0.006,63,37
2016,3,서대문구,0.047,0.028,0.6,0.006,68,32
2016,3,서울역,0.051,0.018,0.7,0.006,76,34
2016,3,서초구,0.035,0.023,0.4,0.006,68,28
2016,3,성동구,0.039,0.024,0.5,0.006,72,29
2016,3,성북구,0.041,0.022,0.6,0.006,61,31
2016,3,송파구,0.038,0.027,0.5,0.006,61,27
2016,3,신사동,0.052,0.017,0.8,0.005,66,29
2016,3,신촌,0.059,0.012,0.8,0.007,90,37
2016,3,양재대로,0.064,0.012,0.8,0.011,72,34
2016,3,양천구,0.039,0.026,0.6,0.006,65,34
2016,3,영등포,0.061,0.014,0.5,0.008,80,34
2016,3,영등포구,0.036,0.02,0.8,0.006,80,31
2016,3,용산구,0.041,0.021,0.5,0.005,54,33
2016,3,은평구,0.042,0.031,0.5,0.007,63,3
2016,3,종로,0.047,0.023,0.6,0.005,62,29
2016,3,종로구,0.034,0.021,0.4,0.005,63,4
2016,3,중구,0.045,0.027,0.7,0.006,58,27
2016,3,중랑구,0.04,0.025,0.5,0.006,64,3
2016,3,청계천,0.048,0.019,0.6,0.01,57,19
2016,3,청량리,0.052,0.015,0.7,0.006,57,37
2016,3,태릉,0.044,0.016,0.7,0.006,70,33
2016,2,강남구,0.034,0.02,0.5,0.006,48,22
2016,2,강동구,0.035,0.012,0.6,0.005,51,24
2016,2,강변북로,0.055,0.011,0.6,0.006,55,23
2016,2,강북구,0.033,0.019,0.7,0.005,41,26
2016,2,강서구,0.031,0.017,0.5,0.006,48,22
2016,2,공항로,0.034,0.009,0.7,0.006,65,24
2016,2,관악구,0.037,0.018,0.7,0.006,46,25
2016,2,광진구,0.033,0.013,0.6,0.005,49,3
2016,2,구로구,0.029,0.018,0.6,0.007,41,23
2016,2,금천구,0.037,0.019,0.6,0.005,43,25
2016,2,길동,0.044,0.012,0.6,0.006,42,22
2016,2,내부순환,0.034,0.019,0.6,0.007,53,24
2016,2,노원구,0.033,0.02,0.7,0.007,40,25
2016,2,도봉구,0.03,0.028,0.5,0.005,44,2
2016,2,동대문구,0.037,0.016,0.7,0.007,48,21
2016,2,동작구,0.037,0.02,0.6,0.005,38,22
2016,2,동작대로,0.056,0.011,0.7,0.008,60,34
2016,2,마포구,0.029,0.018,0.6,0.006,37,24
2016,2,서대문구,0.033,0.021,0.6,0.005,46,21
2016,2,서울역,0.045,0.013,0.7,0.006,57,25
2016,2,서초구,0.03,0.017,0.5,0.006,49,21
2016,2,성동구,0.036,0.016,0.5,0.004,52,23
2016,2,성북구,0.037,0.018,0.7,0.007,44,22
2016,2,송파구,0.033,0.021,0.6,0.006,46,22
2016,2,신사동,0.045,0.014,0.9,0.005,48,22
2016,2,신촌,0.05,0.01,0.8,0.006,67,27
2016,2,양재대로,0.056,0.01,0.8,0.01,56,26
2016,2,양천구,0.034,0.019,0.6,0.005,50,28
2016,2,영등포,0.054,0.012,0.6,0.008,61,25
2016,2,영등포구,0.028,0.013,0.7,0.006,52,22
2016,2,용산구,0.035,0.016,0.6,0.005,38,25
2016,2,은평구,0.03,0.024,0.5,0.007,43,22
2016,2,종로,0.04,0.018,0.5,0.005,46,21
2016,2,종로구,0.031,0.016,0.4,0.005,46,28
2016,2,중구,0.038,0.017,0.8,0.007,45,2
2016,2,중랑구,0.037,0.019,0.7,0.007,48,23
2016,2,청계천,0.042,0.014,0.6,0.011,43,13
2016,2,청량리,0.047,0.011,0.7,0.007,44,3
2016,2,태릉,0.047,0.012,0.8,0.006,54,24
2016,1,강남구,0.036,0.017,0.6,0.006,53,26
2016,1,강동구,0.037,0.008,0.7,0.005,56,27
2016,1,강변북로,0.054,0.009,0.7,0.007,57,25
2016,1,강북구,0.034,0.015,0.7,0.005,50,3
2016,1,강서구,0.033,0.012,0.5,0.006,51,25
2016,1,공항로,0.035,0.007,0.8,0.005,69,28
2016,1,관악구,0.043,0.013,0.7,0.005,49,29
2016,1,광진구,0.034,0.014,0.6,0.005,54,36
2016,1,구로구,0.029,0.014,0.7,0.007,46,26
2016,1,금천구,0.038,0.014,0.7,0.006,48,3
2016,1,길동,0.047,0.008,0.6,0.006,49,29
2016,1,내부순환,0.032,0.014,0.7,0.008,57,29
2016,1,노원구,0.034,0.014,0.7,0.007,47,25
2016,1,도봉구,0.034,0.021,0.6,0.006,49,25
2016,1,동대문구,0.036,0.013,0.9,0.007,52,26
2016,1,동작구,0.04,0.015,0.6,0.005,44,27
2016,1,동작대로,0.057,0.011,0.8,0.007,64,36
2016,1,마포구,0.03,0.014,0.6,0.006,41,29
2016,1,서대문구,0.041,0.017,0.7,0.006,52,25
2016,1,서울역,0.043,0.011,0.7,0.006,59,3
2016,1,서초구,0.031,0.012,0.5,0.006,59,26
2016,1,성동구,0.037,0.011,0.7,0.005,52,26
2016,1,성북구,0.038,0.014,0.8,0.007,50,25
2016,1,송파구,0.034,0.016,0.6,0.006,48,25
2016,1,신사동,0.045,0.01,0.9,0.005,52,26
2016,1,신촌,0.05,0.008,0.8,0.006,70,27
2016,1,양재대로,0.052,0.007,0.9,0.008,59,3
2016,1,양천구,0.036,0.013,0.7,0.005,57,36
2016,1,영등포,0.051,0.009,0.6,0.008,66,3
2016,1,영등포구,0.03,0.01,0.7,0.007,58,26
2016,1,용산구,0.036,0.012,0.4,0.005,41,28
2016,1,은평구,0.03,0.017,0.5,0.007,47,25
2016,1,종로,0.039,0.015,0.6,0.005,51,24
2016,1,종로구,0.033,0.01,0.4,0.005,49,34
2016,1,중구,0.038,0.015,0.6,0.007,48,23
2016,1,중랑구,0.039,0.014,0.7,0.007,51,27
2016,1,청계천,0.042,0.011,0.6,0.01,46,15
2016,1,청량리,0.047,0.009,0.7,0.008,49,35
2016,1,태릉,0.051,0.008,0.8,0.006,56,26
2015,12,강남구,0.039,0.01,0.6,0.005,47,26
2015,12,강동구,0.037,0.007,0.7,0.004,50,25
2015,12,강변북로,0.042,0.008,0.8,0.006,51,25
2015,12,강북구,0.039,0.01,0.8,0.005,34,22
2015,12,강서구,0.038,0.008,0.8,0.006,54,27
2015,12,공항로,0.041,0.005,0.9,0.005,81,31
2015,12,관악구,0.042,0.008,0.9,0.005,52,32
2015,12,광진구,0.035,0.009,0.6,0.005,50,33
2015,12,구로구,0.034,0.008,0.8,0.006,46,27
2015,12,금천구,0.045,0.009,0.8,0.005,54,34
2015,12,길동,0.047,0.006,0.7,0.006,50,29
2015,12,내부순환,0.031,0.009,0.8,0.007,52,28
2015,12,노원구,0.038,0.01,0.8,0.007,47,32
2015,12,도봉구,0.039,0.014,0.6,0.006,45,25
2015,12,동대문구,0.042,0.009,0.9,0.006,49,26
2015,12,동작구,0.048,0.01,0.7,0.005,43,27
2015,12,동작대로,0.057,0.005,0.9,0.009,70,38
2015,12,마포구,0.029,0.009,0.7,0.005,46,34
2015,12,서대문구,0.05,0.01,0.7,0.005,44,26
2015,12,서울역,0.049,0.007,0.8,0.006,55,3
2015,12,서초구,0.037,0.008,0.6,0.006,51,25
2015,12,성동구,0.036,0.008,0.7,0.005,51,26
2015,12,성북구,0.043,0.01,0.9,0.007,45,24
2015,12,송파구,0.037,0.011,0.7,0.006,47,25
2015,12,신사동,0.047,0.006,1,0.005,50,27
2015,12,신촌,0.056,0.006,1,0.006,64,27
2015,12,양재대로,0.073,0.005,1.1,0.009,60,29
2015,12,양천구,0.043,0.009,0.8,0.004,61,38
2015,12,영등포,0.057,0.006,0.7,0.008,64,32
2015,12,영등포구,0.03,0.008,0.8,0.006,56,26
2015,12,용산구,0.041,0.007,0.6,0.005,43,31
2015,12,은평구,0.034,0.014,0.6,0.006,47,25
2015,12,종로,0.047,0.009,0.7,0.005,52,26
2015,12,종로구,0.038,0.009,0.6,0.006,49,32
2015,12,중구,0.048,0.009,0.8,0.006,45,23
2015,12,중랑구,0.041,0.009,0.8,0.007,47,26
2015,12,청계천,0.046,0.008,0.8,0.01,49,17
2015,12,청량리,0.05,0.006,0.8,0.008,49,38
2015,12,태릉,0.053,0.005,1.1,0.006,58,29
2015,11,강남구,0.036,0.011,0.5,0.005,33,21
2015,11,강동구,0.032,0.01,0.5,0.004,35,2
2015,11,강변북로,0.039,0.012,0.6,0.005,34,19
2015,11,강북구,0.035,0.012,0.6,0.003,31,22
2015,11,강서구,0.033,0.01,0.6,0.005,41,23
2015,11,공항로,0.031,0.007,0.7,0.004,60,26
2015,11,관악구,0.04,0.009,0.7,0.004,40,26
2015,11,광진구,0.03,0.013,0.5,0.004,29,19
2015,11,구로구,0.03,0.01,0.6,0.007,35,22
2015,11,금천구,0.036,0.013,0.6,0.004,32,25
2015,11,길동,0.044,0.008,0.7,0.005,39,24
2015,11,내부순환,0.03,0.011,0.6,0.007,38,22
2015,11,노원구,0.029,0.014,0.6,0.006,31,21
2015,11,도봉구,0.033,0.016,0.5,0.004,30,18
2015,11,동대문구,0.038,0.011,0.7,0.005,34,22
2015,11,동작구,0.04,0.011,0.5,0.004,36,23
2015,11,동작대로,0.064,0.005,0.8,0.009,49,32
2015,11,마포구,0.037,0.012,0.6,0.005,34,26
2015,11,서대문구,0.042,0.012,0.6,0.004,29,2
2015,11,서울역,0.044,0.009,0.7,0.005,39,23
2015,11,서초구,0.031,0.01,0.5,0.005,37,21
2015,11,성동구,0.027,0.012,0.5,0.003,33,18
2015,11,성북구,0.037,0.012,0.7,0.005,30,19
2015,11,송파구,0.032,0.013,0.6,0.004,32,19
2015,11,신사동,0.044,0.007,0.8,0.004,35,21
2015,11,신촌,0.05,0.008,0.9,0.006,46,22
2015,11,양재대로,0.066,0.005,0.9,0.008,42,24
2015,11,양천구,0.038,0.013,0.6,0.004,35,25
2015,11,영등포,0.05,0.007,0.5,0.007,44,25
2015,11,영등포구,0.028,0.01,0.6,0.005,39,23
2015,11,용산구,0.033,0.012,0.4,0.004,30,24
2015,11,은평구,0.027,0.014,0.5,0.006,33,19
2015,11,종로,0.046,0.01,0.6,0.004,38,21
2015,11,종로구,0.033,0.012,0.5,0.003,33,21
2015,11,중구,0.037,0.012,0.7,0.005,31,18
2015,11,중랑구,0.033,0.012,0.6,0.006,32,19
2015,11,청계천,0.036,0.01,0.6,0.009,35,13
2015,11,청량리,0.046,0.007,0.7,0.006,34,27
2015,11,태릉,0.051,0.006,0.8,0.005,40,24
2015,10,강남구,0.036,0.019,0.5,0.005,44,23
2015,10,강동구,0.035,0.013,0.5,0.004,47,25
2015,10,강변북로,0.054,0.01,0.6,0.005,48,22
2015,10,강북구,0.034,0.023,0.5,0.003,43,27
2015,10,강서구,0.032,0.019,0.5,0.006,53,26
2015,10,공항로,0.037,0.013,0.6,0.004,67,31
2015,10,관악구,0.039,0.017,0.6,0.004,51,28
2015,10,광진구,0.035,0.02,0.5,0.004,43,23
2015,10,구로구,0.03,0.019,0.6,0.007,49,26
2015,10,금천구,0.037,0.018,0.5,0.004,43,29
2015,10,길동,0.048,0.012,0.7,0.004,45,24
2015,10,내부순환,0.035,0.021,0.5,0.007,50,25
2015,10,노원구,0.032,0.021,0.5,0.006,41,18
2015,10,도봉구,0.032,0.022,0.5,0.005,40,21
2015,10,동대문구,0.037,0.022,0.6,0.006,46,25
2015,10,동작구,0.035,0.021,0.4,0.004,47,3
2015,10,동작대로,0.071,0.009,0.7,0.008,63,34
2015,10,마포구,0.041,0.021,0.5,0.005,42,28
2015,10,서대문구,0.032,0.02,0.6,0.004,40,21
2015,10,서울역,0.053,0.016,0.6,0.005,49,26
2015,10,서초구,0.034,0.016,0.5,0.005,51,24
2015,10,성동구,0.041,0.016,0.4,0.005,48,22
2015,10,성북구,0.034,0.021,0.5,0.005,41,21
2015,10,송파구,0.035,0.019,0.6,0.005,44,24
2015,10,신사동,0.058,0.017,0.8,0.004,48,23
2015,10,신촌,0.064,0.012,0.9,0.006,63,26
2015,10,양재대로,0.071,0.01,0.8,0.007,51,22
2015,10,양천구,0.038,0.019,0.6,0.004,50,28
2015,10,영등포,0.06,0.011,0.6,0.007,53,27
2015,10,영등포구,0.03,0.017,0.5,0.005,48,25
2015,10,용산구,0.037,0.017,0.4,0.005,41,28
2015,10,은평구,0.032,0.016,0.5,0.005,45,22
2015,10,종로,0.049,0.015,0.4,0.005,45,23
2015,10,종로구,0.034,0.019,0.5,0.006,45,24
2015,10,중구,0.041,0.021,0.7,0.006,43,23
2015,10,중랑구,0.034,0.018,0.5,0.006,43,22
2015,10,청계천,0.032,0.016,0.7,0.009,47,16
2015,10,청량리,0.049,0.013,0.7,0.005,43,28
2015,10,태릉,0.049,0.011,0.8,0.004,50,26
2015,9,강남구,0.03,0.023,0.4,0.004,28,16
2015,9,강동구,0.024,0.019,0.4,0.003,29,15
2015,9,강변북로,0.043,0.016,0.5,0.004,32,16
2015,9,강북구,0.032,0.029,0.5,0.002,37,22
2015,9,강서구,0.026,0.024,0.4,0.005,32,17
2015,9,공항로,0.034,0.018,0.4,0.004,51,23
2015,9,관악구,0.031,0.023,0.5,0.003,34,2
2015,9,광진구,0.024,0.023,0.4,0.003,25,14
2015,9,구로구,0.023,0.027,0.4,0.005,29,15
2015,9,금천구,0.035,0.023,0.5,0.004,35,24
2015,9,길동,0.041,0.017,0.6,0.004,29,16
2015,9,내부순환,0.043,0.022,0.4,0.006,31,16
2015,9,노원구,0.025,0.025,0.3,0.005,27,11
2015,9,도봉구,0.025,0.026,0.4,0.003,25,14
2015,9,동대문,0.04,0.017,0.4,0.004,27,16
2015,9,동대문구,0.029,0.029,0.4,0.005,26,16
2015,9,동작구,0.03,0.028,0.5,0.006,29,18
2015,9,동작대로,0.06,0.013,0.6,0.006,40,24
2015,9,마포구,0.029,0.03,0.4,0.004,26,18
2015,9,서대문구,0.024,0.028,0.5,0.004,25,14
2015,9,서울역,0.047,0.021,0.5,0.005,31,18
2015,9,서초구,0.027,0.021,0.3,0.004,29,16
2015,9,성동구,0.021,0.024,0.3,0.003,31,15
2015,9,성북구,0.023,0.026,0.4,0.004,25,14
2015,9,송파구,0.026,0.027,0.5,0.004,27,15
2015,9,신사동,0.065,0.024,0.9,0.003,30,17
2015,9,신촌,0.045,0.014,0.7,0.004,30,17
2015,9,양재대로,0.064,0.011,0.7,0.006,32,17
2015,9,양천구,0.034,0.025,0.5,0.003,42,22
2015,9,영등포,0.054,0.017,0.4,0.007,31,17
2015,9,영등포구,0.025,0.024,0.4,0.005,30,16
2015,9,용산구,0.027,0.025,0.3,0.005,24,17
2015,9,은평구,0.035,0.025,0.4,0.005,28,15
2015,9,종로,0.053,0.017,0.6,0.005,34,17
2015,9,종로구,0.027,0.026,0.5,0.006,28,17
2015,9,중구,0.033,0.025,0.4,0.005,26,14
2015,9,중랑구,0.025,0.028,0.4,0.005,26,15
2015,9,청계천,0.035,0.021,0.6,0.01,31,11
2015,9,청량리,0.045,0.015,0.6,0.005,29,19
2015,9,태릉,0.045,0.012,0.7,0.003,30,18
2015,8,강남구,0.027,0.025,0.4,0.005,32,21
2015,8,강동구,0.023,0.027,0.4,0.004,31,18
2015,8,강변북로,0.051,0.015,0.5,0.004,32,21
2015,8,강북구,0.021,0.031,0.3,0.005,34,23
2015,8,강서구,0.022,0.027,0.3,0.006,37,25
2015,8,공항로,0.032,0.02,0.4,0.005,57,3
2015,8,관악구,0.027,0.027,0.5,0.004,41,26
2015,8,광진구,0.025,0.025,0.4,0.004,32,22
2015,8,구로구,0.021,0.033,0.4,0.007,35,23
2015,8,금천구,0.03,0.023,0.3,0.006,39,29
2015,8,길동,0.041,0.021,0.7,0.004,37,22
2015,8,내부순환,0.04,0.029,0.4,0.006,35,2
2015,8,노원구,0.021,0.026,0.3,0.006,37,16
2015,8,도봉구,0.022,0.034,0.4,0.004,32,2
2015,8,동대문,0.043,0.02,0.4,0.005,39,26
2015,8,동대문구,0.025,0.03,0.3,0.006,30,23
2015,8,동작구,0.025,0.035,0.5,0.006,37,23
2015,8,동작대로,0.044,0.01,0.6,0.006,42,3
2015,8,마포구,0.025,0.035,0.4,0.004,35,25
2015,8,서대문구,0.023,0.03,0.5,0.004,30,2
2015,8,서울역,0.049,0.025,0.5,0.006,36,23
2015,8,서초구,0.025,0.03,0.4,0.004,33,21
2015,8,성동구,0.019,0.027,0.3,0.003,30,21
2015,8,성북구,0.022,0.027,0.4,0.005,31,19
2015,8,송파구,0.022,0.028,0.5,0.004,30,21
2015,8,신사동,0.071,0.025,0.7,0.004,36,23
2015,8,신촌,0.048,0.014,0.7,0.007,37,24
2015,8,양재대로,0.057,0.013,0.7,0.005,36,21
2015,8,양천구,0.022,0.03,0.4,0.006,37,18
2015,8,영등포,0.057,0.018,0.5,0.007,34,22
2015,8,영등포구,0.025,0.026,0.4,0.005,35,23
2015,8,용산구,0.02,0.03,0.3,0.005,36,25
2015,8,은평구,0.023,0.03,0.5,0.005,33,21
2015,8,종로,0.045,0.022,0.6,0.005,40,22
2015,8,종로구,0.023,0.028,0.4,0.007,36,26
2015,8,중구,0.022,0.028,0.4,0.004,34,21
2015,8,중랑구,0.024,0.029,0.4,0.005,32,21
2015,8,청계천,0.039,0.025,0.4,0.009,38,15
2015,8,청량리,0.046,0.017,0.7,0.005,35,26
2015,8,태릉,0.05,0.018,0.6,0.004,33,22
2015,7,강남구,0.025,0.026,0.3,0.005,30,19
2015,7,강동구,0.021,0.026,0.4,0.004,27,17
2015,7,강변북로,0.048,0.016,0.5,0.004,30,19
2015,7,강북구,0.02,0.026,0.3,0.005,26,19
2015,7,강서구,0.02,0.025,0.3,0.005,32,22
2015,7,공항로,0.029,0.023,0.5,0.006,50,27
2015,7,관악구,0.025,0.03,0.4,0.003,38,21
2015,7,광진구,0.022,0.025,0.4,0.004,29,2
2015,7,구로구,0.019,0.032,0.4,0.006,30,2
2015,7,금천구,0.02,0.022,0.3,0.006,33,23
2015,7,길동,0.036,0.026,0.4,0.004,37,22
2015,7,내부순환,0.036,0.038,0.4,0.006,30,16
2015,7,노원구,0.02,0.022,0.2,0.005,34,14
2015,7,도봉구,0.023,0.03,0.4,0.004,26,19
2015,7,동대문,0.041,0.017,0.4,0.005,30,24
2015,7,동대문구,0.024,0.029,0.3,0.005,27,21
2015,7,동작구,0.023,0.035,0.5,0.006,26,22
2015,7,동작대로,0.043,0.012,0.6,0.005,41,28
2015,7,마포구,0.013,0.033,0.4,0.003,31,21
2015,7,서대문구,0.023,0.028,0.5,0.004,25,17
2015,7,서울역,0.043,0.009,0.6,0.005,35,18
2015,7,서초구,0.021,0.031,0.4,0.004,28,18
2015,7,성동구,0.017,0.025,0.2,0.004,27,19
2015,7,성북구,0.023,0.023,0.4,0.004,32,16
2015,7,송파구,0.017,0.027,0.5,0.005,28,15
2015,7,신사동,0.049,0.02,0.5,0.004,38,23
2015,7,신촌,0.046,0.012,0.7,0.007,33,23
2015,7,양재대로,0.053,0.014,0.6,0.005,33,19
2015,7,양천구,0.022,0.027,0.3,0.005,29,13
2015,7,영등포,0.054,0.016,0.5,0.007,34,22
2015,7,영등포구,0.021,0.028,0.5,0.005,31,2
2015,7,용산구,0.022,0.025,0.4,0.005,32,21
2015,7,은평구,0.027,0.025,0.4,0.004,29,17
2015,7,종로,0.048,0.018,0.6,0.005,35,22
2015,7,종로구,0.024,0.026,0.3,0.007,35,27
2015,7,중구,0.021,0.026,0.5,0.003,30,18
2015,7,중랑구,0.024,0.028,0.4,0.005,29,19
2015,7,청계천,0.037,0.023,0.5,0.009,36,14
2015,7,청량리,0.043,0.017,0.6,0.005,33,24
2015,7,태릉,0.048,0.02,0.4,0.004,29,19
2015,6,강남구,0.027,0.031,0.4,0.005,35,21
2015,6,강동구,0.025,0.037,0.4,0.004,32,18
2015,6,강변북로,0.057,0.021,0.5,0.004,35,18
2015,6,강북구,0.021,0.031,0.3,0.005,29,18
2015,6,강서구,0.022,0.038,0.3,0.006,40,23
2015,6,공항로,0.034,0.03,0.6,0.007,60,29
2015,6,관악구,0.032,0.045,0.5,0.005,41,24
2015,6,광진구,0.025,0.036,0.5,0.004,34,16
2015,6,구로구,0.022,0.048,0.4,0.006,36,22
2015,6,금천구,0.023,0.031,0.4,0.006,39,26
2015,6,길동,0.044,0.031,0.4,0.004,43,21
2015,6,내부순환,0.042,0.046,0.4,0.005,34,18
2015,6,노원구,0.021,0.031,0.3,0.006,36,13
2015,6,도봉구,0.024,0.04,0.4,0.004,30,2
2015,6,동대문,0.044,0.028,0.4,0.005,30,23
2015,6,동대문구,0.027,0.04,0.4,0.006,31,2
2015,6,동작구,0.028,0.038,0.4,0.006,33,21
2015,6,동작대로,0.068,0.021,0.6,0.005,47,28
2015,6,마포구,0.019,0.038,0.4,0.004,34,23
2015,6,서대문구,0.024,0.039,0.3,0.005,30,17
2015,6,서울역,0.049,0.015,0.5,0.005,39,19
2015,6,서초구,0.026,0.037,0.5,0.005,35,2
2015,6,성동구,0.027,0.038,0.3,0.004,36,19
2015,6,성북구,0.025,0.039,0.4,0.005,38,18
2015,6,송파구,0.02,0.038,0.5,0.005,34,15
2015,6,신사동,0.057,0.037,0.8,0.005,44,21
2015,6,신촌,0.055,0.017,0.7,0.008,39,22
2015,6,양재대로,0.089,0.015,0.6,0.005,41,2
2015,6,양천구,0.027,0.037,0.3,0.006,33,18
2015,6,영등포,0.064,0.014,0.6,0.007,41,22
2015,6,영등포구,0.026,0.039,0.5,0.005,38,22
2015,6,용산구,0.029,0.034,0.4,0.005,34,23
2015,6,은평구,0.029,0.038,0.3,0.004,32,17
2015,6,종로,0.049,0.029,0.5,0.004,39,23
2015,6,종로구,0.027,0.038,0.4,0.007,41,28
2015,6,중구,0.03,0.041,0.5,0.004,34,24
2015,6,중랑구,0.027,0.037,0.4,0.005,33,2
2015,6,청계천,0.04,0.034,0.5,0.009,40,14
2015,6,청량리,0.05,0.025,1,0.005,38,26
2015,6,태릉,0.055,0.025,0.5,0.003,35,19
2015,5,강남구,0.035,0.029,0.4,0.006,46,22
2015,5,강동구,0.034,0.032,0.5,0.005,42,2
2015,5,강변북로,0.064,0.016,0.6,0.005,54,21
2015,5,강북구,0.026,0.028,0.3,0.005,40,21
2015,5,강서구,0.028,0.037,0.3,0.007,46,23
2015,5,공항로,0.036,0.025,0.7,0.007,71,33
2015,5,관악구,0.032,0.038,0.6,0.006,50,28
2015,5,광진구,0.033,0.029,0.5,0.005,46,19
2015,5,구로구,0.026,0.041,0.5,0.007,47,22
2015,5,금천구,0.028,0.028,0.5,0.007,45,25
2015,5,길동,0.049,0.026,0.5,0.005,52,23
2015,5,내부순환,0.039,0.038,0.5,0.006,44,21
2015,5,노원구,0.03,0.028,0.4,0.006,48,15
2015,5,도봉구,0.029,0.035,0.4,0.005,41,21
2015,5,동대문,0.05,0.025,0.5,0.007,46,28
2015,5,동대문구,0.036,0.034,0.4,0.007,44,22
2015,5,동작구,0.029,0.036,0.4,0.006,41,23
2015,5,동작대로,0.057,0.022,0.6,0.007,48,23
2015,5,마포구,0.03,0.039,0.4,0.004,45,26
2015,5,서대문구,0.031,0.032,0.3,0.006,42,2
2015,5,서울역,0.058,0.014,0.6,0.006,51,23
2015,5,서초구,0.028,0.031,0.5,0.006,46,21
2015,5,성동구,0.034,0.029,0.4,0.004,50,22
2015,5,성북구,0.032,0.033,0.4,0.006,45,2
2015,5,송파구,0.027,0.033,0.5,0.006,45,19
2015,5,신사동,0.053,0.021,0.6,0.006,49,22
2015,5,신촌,0.056,0.013,0.8,0.009,52,25
2015,5,양재대로,0.09,0.014,0.6,0.005,49,23
2015,5,양천구,0.032,0.034,0.4,0.007,41,19
2015,5,영등포,0.071,0.013,0.6,0.008,53,25
2015,5,영등포구,0.029,0.034,0.5,0.006,50,24
2015,5,용산구,0.038,0.028,0.4,0.005,42,26
2015,5,은평구,0.038,0.032,0.3,0.005,43,2
2015,5,종로,0.045,0.025,0.5,0.006,48,27
2015,5,종로구,0.035,0.031,0.3,0.007,52,24
2015,5,중구,0.039,0.034,0.4,0.005,45,26
2015,5,중랑구,0.036,0.034,0.4,0.006,46,23
2015,5,청계천,0.045,0.025,0.6,0.009,46,15
2015,5,청량리,0.054,0.021,0.7,0.006,47,29
2015,5,태릉,0.053,0.022,0.6,0.005,43,22
2015,4,강남구,0.037,0.025,0.4,0.005,46,21
2015,4,강동구,0.033,0.029,0.5,0.005,42,19
2015,4,강변북로,0.055,0.017,0.5,0.005,52,29
2015,4,강북구,0.028,0.025,0.3,0.005,45,18
2015,4,강서구,0.033,0.03,0.3,0.006,45,22
2015,4,공항로,0.037,0.017,0.6,0.007,59,24
